,Track,Artists,id,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1077,Stay,BTS,3ndCsZfq8OVwwkz9mmZvUz,"['k-pop', 'k-pop boy group']",0.582,0.693,6,-5.048,1,0.0465,0.114,0,0.13,0.341,125.904
1078,Que me importa a mi,"Chimbala, Juan Magán",6BmheHl86eDXS2LT8WwMTs,"['dembow', 'dominican pop', 'rap dominicano', 'trap latino']",0.82,0.679,9,-5.877,1,0.0453,0.261,7.23e-06,0.0442,0.907,127.985
1079,Brindo,Taburete,6UsWWAH3pIEO9iwCBhWEsB,['spanish pop'],0.446,0.67,10,-4.84,1,0.0346,0.133,0,0.19,0.796,170.042
1080,Bobby,Beny Jr,7jgCNHC8qG0lOPzfK3d8lA,"['drill espanol', 'rap espanol', 'trap latino', 'urbano espanol']",0.572,0.449,0,-9.709,1,0.374,0.705,0,0.109,0.766,95.076
1081,Cosmos (Antisistema Solar),Love of Lesbian,13dMmPukc9JfWVqH8Wx1oO,"['cantautor', 'latin rock', 'spanish indie pop']",0.564,0.677,2,-6.051,1,0.0378,0.257,2.42e-05,0.143,0.294,139.986
1082,BEBÉ,"Camilo, El Alfa",7D7EH7MGyNHWSkqrszerI1,"['colombian pop', 'reggaeton colombiano']",0.862,0.72,4,-4.048,1,0.0379,0.487,1.19e-06,0.0604,0.965,129.972
1083,A Mi Lado,DANI,6cvMmviJTZTBOFh2ohwZg6,"['argentine hip hop', 'trap argentino']",0.741,0.484,7,-8.143,1,0.547,0.58,0,0.154,0.632,86.383
1084,La mano de Dios (Homenaje a Diego Maradona),Rodrigo,5s8onl5Lw5q1AijP5BUm7G,"['argentine rock', 'cuarteto', 'cumbia pop', 'cumbia villera', 'rock en espanol']",0.395,0.855,5,-5.72,0,0.0618,0.784,1.11e-06,0.943,0.504,157.331
1085,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",2XIc1pqjXV3Cr2BQUGNBck,"['latin', 'reggaeton', 'trap latino']",0.856,0.618,7,-4.892,1,0.286,0.0303,0,0.0866,0.391,81.993
1086,YO VISTO ASÍ,Bad Bunny,5fROvzNghPid8mbKNDYvpJ,"['latin', 'reggaeton', 'trap latino']",0.688,0.881,7,-4.889,0,0.0474,0.0947,0,0.0804,0.677,123.013
1087,TE MUDASTE,Bad Bunny,5RubKOuDoPn5Kj5TLVxSxY,"['latin', 'reggaeton', 'trap latino']",0.811,0.637,10,-4.835,0,0.0591,0.234,0.000572,0.118,0.471,92.025
1088,EL MUNDO ES MÍO,Bad Bunny,36DHxTW2xdr9GG15T9oK9L,"['latin', 'reggaeton', 'trap latino']",0.716,0.522,5,-6.834,1,0.0582,0.166,6.5e-05,0.113,0.224,76.993
1089,TE DESEO LO MEJOR,Bad Bunny,23XjN1s3DZC8Q9ZwuorYY4,"['latin', 'reggaeton', 'trap latino']",0.763,0.597,1,-5.054,1,0.0416,0.158,1.83e-05,0.111,0.194,126.054
1090,HACIENDO QUE ME AMAS,Bad Bunny,26QApq0cuO9brJigr0C0W4,"['latin', 'reggaeton', 'trap latino']",0.584,0.411,10,-7.147,0,0.0838,0.869,4.47e-05,0.0955,0.412,169.934
1091,HOY COBRÉ,Bad Bunny,0tjZv2hChdHZCW1zFXpy1J,"['latin', 'reggaeton', 'trap latino']",0.86,0.725,11,-6.7,1,0.249,0.0464,9.1e-05,0.0994,0.375,145.001
1092,MALDITA POBREZA,Bad Bunny,0Lsis3LB0XAK6XlTHXaJk2,"['latin', 'reggaeton', 'trap latino']",0.762,0.861,4,-4.075,0,0.0652,0.139,1.08e-06,0.0956,0.588,133.037
1093,LA DROGA,Bad Bunny,67ACYA3UI6QMNtHX6b34wX,"['latin', 'reggaeton', 'trap latino']",0.643,0.727,1,-5.506,1,0.0389,0.0439,0,0.123,0.295,90.019
1094,BOOKER T,Bad Bunny,26w9NTiE9NGjW1ZvIOd1So,"['latin', 'reggaeton', 'trap latino']",0.883,0.6,7,-7.188,1,0.37,0.114,7.94e-06,0.0931,0.691,113.903
1095,120,Bad Bunny,3KJ3opyV29269SXkPrc19l,"['latin', 'reggaeton', 'trap latino']",0.636,0.656,2,-5.542,0,0.0676,0.451,7.97e-06,0.287,0.439,171.918
1096,ANTES QUE SE ACABE,Bad Bunny,7kjEqI6eZ7YlFrGhxixnlN,"['latin', 'reggaeton', 'trap latino']",0.693,0.549,2,-6.098,1,0.0577,0.505,4.73e-05,0.324,0.473,139.988
1097,SORRY PAPI,"Bad Bunny, ABRA",5jZ32WOU7sqzDYbzINwMUk,"['latin', 'reggaeton', 'trap latino']",0.612,0.561,1,-6.054,1,0.0851,0.0601,0,0.145,0.393,191.911
1098,TRELLAS,Bad Bunny,09WAnxdBuebQopKhJT3oZS,"['latin', 'reggaeton', 'trap latino']",0.43,0.412,2,-5.372,1,0.0281,0.2,0,0.324,0.0508,90.872
1099,CANTARES DE NAVIDAD,Trio Vegabajeño,2Iv6YBslkxslMJQsxshZh5,"['musica jibara', 'puerto rican folk']",0.764,0.523,2,-7.371,1,0.0406,0.777,0,0.352,0.962,118.671
1100,La Tirita,"Belén Aguilera, Lola Indigo",2ack8D0tjC7mzdDOg7ikQ5,"['latin viral pop', 'spanish pop']",0.774,0.586,0,-8.392,1,0.0506,0.0155,1.67e-05,0.117,0.713,102.008
1101,En Mute,"Lérica, Cali Y El Dandee, Omar Montes",5d0Xm7KIWwu4QPghrQl8G0,['spanish pop'],0.757,0.892,0,-1.393,1,0.0454,0.0411,0,0.631,0.893,94.003
1102,Angels Like You,Miley Cyrus,1daDRI9ahBonbWD8YcxOIB,"['dance pop', 'pop', 'post-teen pop']",0.672,0.642,5,-4.035,1,0.0313,0.0981,0,0.1,0.494,121.981
1103,Miedito o Qué? (feat. KAROL G),"Ovy On The Drums, Danny Ocean",7MoZgM6AsQaZw14WnKopuy,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.851,0.776,6,-3.254,1,0.0561,0.12,0,0.1,0.804,95.995
1104,WTF Do I Know,Miley Cyrus,37PJvlIfYWqEX6fgjHlnTf,"['dance pop', 'pop', 'post-teen pop']",0.564,0.849,4,-2.619,0,0.248,0.00255,0,0.269,0.634,157.905
1105,Wu Wu,"Sen Senra, Feid",1RCTlsE4iiRwHHq1VE4XrG,"['rap espanol', 'urbano espanol']",0.658,0.491,4,-5.178,0,0.0638,0.399,0,0.134,0.408,109.98
1106,Plastic Hearts,Miley Cyrus,6qCsKKS7Ol63SJW3LOIX5R,"['dance pop', 'pop', 'post-teen pop']",0.551,0.756,2,-4.948,1,0.0652,0.0511,0,0.0765,0.618,175.984
1107,Night Crawling (feat. Billy Idol),Miley Cyrus,4U34WsyOvppOMnRfq7DuOy,"['dance pop', 'pop', 'post-teen pop']",0.638,0.918,11,-4.368,1,0.0382,0.0378,0.00805,0.0948,0.668,134.022
1108,Gimme What I Want,Miley Cyrus,4v8jmsVox8VwU5js3JHOJZ,"['dance pop', 'pop', 'post-teen pop']",0.659,0.765,0,-5.392,0,0.0591,0.0428,0,0.0783,0.41,89.983
1109,"Nathy Peluso: Bzrp Music Sessions, Vol. 36","Bizarrap, Nathy Peluso",78SeXVRJ7KCqVmOwTiFjnI,"['argentine hip hop', 'pop venezolano', 'trap argentino']",0.65,0.655,1,-3.71,0,0.405,0.25,0,0.0691,0.735,94.059
1110,Last Christmas,Wham!,2FRnf9qhLbvw8fu4IBXx78,"['europop', 'new romantic', 'new wave pop']",0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682
1111,Santa Tell Me,Ariana Grande,0lizgQ7Qw35od7CYaoMBZb,"['pop', 'post-teen pop']",0.525,0.621,7,-7.364,1,0.116,0.0489,0,0.294,0.591,191.9
1112,Blinding Lights (with ROSALÍA) - Remix,The Weeknd,7MXgrcOQAJ5VwSNUL0lDd3,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.49,0.694,5,-5.793,0,0.0618,0.0133,4.62e-05,0.0946,0.249,170.903
1113,TLC,"Cruz Cafuné, Maikel Delacalle",1MFPffey46xE0e2PQLSAup,['urbano espanol'],0.78,0.594,4,-6.91,0,0.0821,0.239,0,0.232,0.438,115.06
1114,No Me Llama,"Zion & Lennox, Myke Towers",4YqeXl57vJDYuEdcOL1vRD,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",0.688,0.751,0,-2.792,1,0.26,0.102,3.92e-06,0.0771,0.692,183.958
1115,Nuestro Nombre,Natalia Lacunza,6NAYH4F6NJqL5lu14bEJSK,"['eurovision', 'latin talent show', 'latin viral pop']",0.6,0.603,6,-5.819,1,0.0337,0.737,0.000979,0.101,0.344,78.059
1116,Más De La Una,"Piso 21, Maluma",69Y5IZuBvGyzySFt5x7kCq,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.605,0.8,10,-3.018,1,0.312,0.518,0.000128,0.0763,0.732,92.284
1117,Lento,"Mr Eazi, J Balvin",2XghxCSGfhpGR2B3ahQXVr,"['afro dancehall', 'afropop', 'ghanaian hip hop', 'nigerian pop', 'swedish dancehall']",0.87,0.721,10,-5.311,0,0.11,0.522,0.648,0.108,0.489,92.025
1118,Despertar,"Estopa, Amaral",16P23VQVCU9uTjw3c4bHzp,"['pop flamenco', 'rumba', 'spanish pop']",0.412,0.643,11,-7.084,0,0.0479,0.375,0,0.113,0.191,92.203
1119,No Me Acostumbro,"Wisin, Ozuna, Reik, Los Legendarios, Miky Woodz",1dFvzd0wivuzxU2BLcEynb,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",0.701,0.8,9,-2.904,1,0.129,0.381,0,0.13,0.706,180.057
1120,Teach Me How To Love,Shawn Mendes,5LZtB6nxvjIhUoElp3Zqk0,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",0.592,0.885,9,-4.944,0,0.0807,0.0505,2.38e-06,0.0843,0.731,98.991
1121,CARTIER DE MADERA,Cruz Cafuné,21tInnYsayOXYnoItATry9,['urbano espanol'],0.85,0.527,11,-10.834,1,0.306,0.253,0.000199,0.166,0.396,126.015
1122,Volver,"Miranda, Hard GZ, Dualy",6rwYZI7sVX2fIdTmc27flL,"['rap espanol', 'spanish hip hop', 'urbano espanol']",0.652,0.677,1,-10.762,1,0.312,0.511,0,0.0788,0.451,100.02
1123,BEAST MODE,"Cruz Cafuné, WE$T DUBAI",6MPGwPHEhVt4CwSP7gFCq9,['urbano espanol'],0.879,0.505,4,-7.697,0,0.398,0.528,0,0.144,0.726,100.084
1124,STONE ISLAND,Cruz Cafuné,42TZor3sf5guhMPqX5sO8J,['urbano espanol'],0.816,0.425,1,-10.96,0,0.408,0.244,0,0.481,0.47,139.921
1125,ISSEY MIYAKE,Cruz Cafuné,42SLXbOGY9PO3mEujah5Zo,['urbano espanol'],0.58,0.57,7,-7.503,1,0.339,0.752,0.000143,0.426,0.893,98.467
1126,MAPA DE CALOR,Cruz Cafuné,4uJ2aIlLot069732NBjxNR,['urbano espanol'],0.776,0.546,2,-6.959,0,0.277,0.041,0,0.0773,0.655,156.805
1127,It's Beginning to Look a Lot like Christmas,Michael Bublé,5a1iz510sv2W9Dt1MvFd5R,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-06,0.341,0.363,94.775
1128,Rockin' Around The Christmas Tree,Brenda Lee,2EjXfH91m7f8HiJN1yQg97,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly', 'vocal jazz']",0.589,0.472,8,-8.749,1,0.0502,0.614,0,0.505,0.898,67.196
1129,Feliz Navidad,José Feliciano,0oPdaY4dXtc3ZsaG17V972,"['latin pop', 'puerto rican pop']",0.513,0.831,2,-9.004,1,0.0383,0.55,0,0.336,0.963,148.837
1130,It's the Most Wonderful Time of the Year,Andy Williams,5hslUAKq9I9CG2bAulFkHN,"['adult standards', 'brill building pop', 'easy listening', 'lounge']",0.24,0.598,7,-8.435,1,0.0369,0.766,0,0.117,0.776,201.629
1131,Mistletoe,Justin Bieber,7xapw9Oy21WpfEcib2ErSA,"['canadian pop', 'pop', 'post-teen pop']",0.657,0.56,6,-9.049,0,0.0467,0.498,0,0.0794,0.854,161.993
1132,Underneath the Tree,Kelly Clarkson,3YZE5qDV7u1ZD1gZc47ZeR,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'urban contemporary']",0.509,0.812,8,-5.439,1,0.0537,0.00128,1.99e-05,0.214,0.689,159.878
1133,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2uFaJJtFpPDc5Pa95XzTvg,"['adult standards', 'easy listening', 'lounge']",0.451,0.24,1,-14.014,1,0.0351,0.912,2.45e-06,0.175,0.701,134.009
1134,Holly Jolly Christmas,Michael Bublé,5PuKlCjfEVIXl0ZBp5ZW9g,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",0.647,0.465,7,-8.308,1,0.0428,0.865,0,0.0882,0.699,151.251
1135,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,4kKdvXD0ez7jp1296JmAts,"['adult standards', 'easy listening', 'lounge']",0.652,0.259,2,-13.336,1,0.0595,0.903,0,0.362,0.836,142.169
1136,Sleigh Ride,The Ronettes,5ASM6Qjiav2xPe7gRkQMsQ,"['adult standards', 'brill building pop', 'classic girl group', 'motown', 'soul']",0.529,0.772,2,-7.013,1,0.0287,0.403,2.21e-06,0.316,0.853,91.751
1137,11 RAZONES,Aitana,7Ed1gXqOXuOVKz36x1t8SM,"['latin pop', 'latin talent show', 'spanish pop']",0.55,0.874,5,-3.937,1,0.0508,0.00599,0,0.214,0.348,166.011
1138,Si Me Tomo Una Cerveza,"Migrantes, Alico",3lCbsHaN1wCxyDzcNN2x4N,['cumbia pop'],0.72,0.613,1,-6.899,0,0.0572,0.185,0,0.155,0.857,84.974
1139,CORAZÓN SIN VIDA,"Aitana, Sebastian Yatra",3OL6rKs4tpYCdPZ9SEx50p,"['latin pop', 'latin talent show', 'spanish pop']",0.48,0.572,2,-4.013,1,0.0412,0.169,0,0.0711,0.452,89.89
1140,– (MENOS),"Aitana, Alvaro Diaz, Pole.",0Z2cPVHF1qwpfpAnSxOvnu,"['latin pop', 'latin talent show', 'spanish pop']",0.631,0.82,8,-3.812,1,0.0398,0.0998,0,0.119,0.872,158.007
1141,CUANDO TE FUISTE,"Aitana, Natalia Lacunza",3vrslkAmBQ4mvqfOX1Xc6Q,"['latin pop', 'latin talent show', 'spanish pop']",0.594,0.833,7,-3.448,1,0.0769,0.00657,0,0.0705,0.536,159.889
1142,+ (MÁS),"Aitana, Cali Y El Dandee",1MXzojJav1N4cREWTFm1iZ,"['latin pop', 'latin talent show', 'spanish pop']",0.561,0.678,8,-4.23,1,0.0324,0.0996,0,0.125,0.662,160.042
1143,NO TE HAS IDO Y YA TE EXTRAÑO,Aitana,5XJIXRAM4ivaOitRM4NuE4,"['latin pop', 'latin talent show', 'spanish pop']",0.488,0.807,9,-3.817,1,0.0873,0.0261,0,0.0919,0.23,75.29
1144,ESTUPIDEZ,"Aitana, Beret",2La58UY7zeXryNx0g6GIG2,"['latin pop', 'latin talent show', 'spanish pop']",0.569,0.709,4,-3.958,1,0.0769,0.129,0,0.367,0.606,87.773
1145,X (POR),Aitana,365Tuoe67LpDMy7G1L0pKk,"['latin pop', 'latin talent show', 'spanish pop']",0.633,0.85,2,-2.707,1,0.0693,0.0405,1.28e-06,0.197,0.654,151.879
1146,÷ (DIVIDIDO),Aitana,4obZjmCnL1GrBPzPUwIgB9,"['latin pop', 'latin talent show', 'spanish pop']",0.685,0.879,1,-3.267,1,0.0573,0.00579,0,0.0569,0.663,133.997
1147,= (IGUAL),Aitana,3ucHRbOnWonsQrelFHmmSA,"['latin pop', 'latin talent show', 'spanish pop']",0.434,0.749,9,-4.551,1,0.0509,0.14,0,0.202,0.262,72.687
1148,Bandido,"Myke Towers, Juhn",1xK1Gg9SxG8fy2Ya373oqb,['trap latino'],0.713,0.617,8,-4.637,1,0.0887,0.122,0,0.0962,0.682,168.021
1149,SI NO VAS A VOLVER,Aitana,7es67JIZ333OB30dYfjfal,"['latin pop', 'latin talent show', 'spanish pop']",0.697,0.667,8,-4.039,1,0.0332,0.00445,0,0.119,0.275,116.996
1150,La fiesta,Pablo Alborán,0EFWdMMuZjzJLTv6J18Ojp,"['latin', 'latin arena pop', 'latin pop', 'spanish pop']",0.678,0.635,6,-8.813,0,0.219,0.56,0,0.226,0.706,100.054
1151,willow,Taylor Swift,0lx2cLdOt3piJbcaXIV74f,"['pop', 'post-teen pop']",0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112
1152,champagne problems,Taylor Swift,0sY6ZUTh4yoctD8VIXz339,"['pop', 'post-teen pop']",0.462,0.24,0,-12.077,1,0.0377,0.92,0,0.113,0.32,171.319
1153,Verte,"Nicki Nicole, Dread Mar I, Bizarrap",2mMZAd3ol9wGI2WJl4XJCF,"['argentine hip hop', 'r&b argentino', 'trap argentino', 'trap latino']",0.773,0.668,4,-4.254,0,0.366,0.374,0,0.0763,0.741,150.043
1154,Al filo,FERNANDOCOSTA,4bp2lS1LSotJkXHxngiJxn,"['rap espanol', 'spanish hip hop']",0.707,0.721,2,-7.81,1,0.369,0.108,0,0.0954,0.468,91.0
1155,"no body, no crime (feat. HAIM)",Taylor Swift,3RaT22zZsxVYxxKR7TAaYF,"['pop', 'post-teen pop']",0.546,0.613,7,-7.589,0,0.0264,0.418,0,0.103,0.535,79.015
1156,gold rush,Taylor Swift,5BK0uqwY9DNfZ630STAEaq,"['pop', 'post-teen pop']",0.512,0.462,9,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05
1157,Desnudarte,"Brytiago, Jay Wheeler",3wrBFPDRyIGyGXxGSc970M,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",0.863,0.527,10,-6.261,1,0.216,0.377,3.7e-06,0.0946,0.599,90.99
1158,De Vuelta Pa' La Vuelta,"Daddy Yankee, Marc Anthony",7AUhck1sPy11OExQmDDx4P,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",0.665,0.94,5,-3.606,1,0.0553,0.434,0,0.0914,0.752,93.725
1159,‘tis the damn season,Taylor Swift,7dW84mWkdWE5a6lFWxJCBG,"['pop', 'post-teen pop']",0.575,0.434,5,-8.193,1,0.0312,0.735,6.59e-05,0.105,0.348,145.916
1160,Cosa de Dos,"SHB, Morad",4twCtcHuR5RePZF5tHDJKc,"['trap latino', 'urbano espanol']",0.471,0.755,4,-7.188,1,0.461,0.314,0,0.473,0.608,150.47
1161,Algo Mejor,"Maka, Juancho Marqués",2MOLOFriBYS30s0lO052qe,"['flamenco urbano', 'pop flamenco', 'urbano espanol']",0.544,0.605,8,-7.576,0,0.182,0.0665,0.000143,0.106,0.373,180.03
1162,tolerate it,Taylor Swift,0PurA4JVJ8YQgSVopY8fn6,"['pop', 'post-teen pop']",0.316,0.361,9,-10.381,1,0.0488,0.878,2.67e-05,0.0797,0.221,74.952
1163,Que siempre sea verano,Pablo Alborán,05WGuzxCek5NSKjMVLeJSz,"['latin', 'latin arena pop', 'latin pop', 'spanish pop']",0.412,0.205,10,-12.977,1,0.0432,0.809,0,0.0957,0.458,79.552
1164,Dicen,Pablo Alborán,5g0RKQ3VOjWqPy5xOIEosd,"['latin', 'latin arena pop', 'latin pop', 'spanish pop']",0.713,0.546,11,-9.865,0,0.0985,0.122,0,0.0811,0.691,134.981
1165,De carne y hueso,Pablo Alborán,7Mx7KgCAK3OLsymBWYl25e,"['latin', 'latin arena pop', 'latin pop', 'spanish pop']",0.854,0.548,10,-8.514,1,0.11,0.522,0,0.113,0.672,141.958
1166,happiness,Taylor Swift,73YUReisjb3A9ActdLLjJQ,"['pop', 'post-teen pop']",0.559,0.334,11,-10.733,1,0.0376,0.87,0,0.114,0.211,122.079
1167,Una Noche,"Liderj, Rvfv",47HHQSDj9RGV6NHHybilQ3,"['flamenco urbano', 'pop flamenco']",0.783,0.672,8,-7.829,0,0.071,0.749,0.00828,0.236,0.755,99.905
1168,Malabares,Pablo Alborán,1ulWiH113nexbykR6IL8mo,"['latin', 'latin arena pop', 'latin pop', 'spanish pop']",0.74,0.563,7,-11.134,1,0.37,0.285,0.000388,0.0962,0.525,124.951
1169,Fernando Alonso,"El Jhota, Camin",7gatSZfAOubg3wjlKXYpM9,"['electro bailando', 'flamenco urbano']",0.813,0.897,7,-4.778,0,0.0541,0.121,0.00106,0.126,0.899,137.981
1170,GIRL LIKE ME,"Black Eyed Peas, Shakira",1zLBsSVxETQOfINOLYvT5m,"['dance pop', 'pop', 'pop rap']",0.965,0.485,2,-8.784,1,0.191,0.0206,0.0237,0.0655,0.312,124.025
1171,Shars 2020,Al Safir,036QM4rIhz7A7n66IWA7Ej,"['rap espanol', 'urbano espanol']",0.69,0.587,0,-8.506,0,0.279,0.241,1.87e-06,0.0863,0.468,95.003
1172,Me Olvidé De Los 2,Rels B,02qcrVQ61nS94wWvLaiXGf,"['r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol']",0.722,0.37,8,-8.826,1,0.203,0.525,5.06e-06,0.146,0.306,97.059
1173,Extasy,Myke Towers,4hnwfhQbZKaNpC1q9zgB4A,['trap latino'],0.527,0.667,0,-4.97,1,0.262,0.287,0.039,0.113,0.463,97.959
1174,Mi Ex,Myke Towers,5ohoKvnOts2U2igkCZow9z,['trap latino'],0.81,0.683,10,-7.497,1,0.202,0.373,6.42e-05,0.126,0.247,90.04
1175,Explícito,Myke Towers,6qraVL4IJaIj0IuEexYJNa,['trap latino'],0.828,0.83,2,-3.371,1,0.047,0.348,1.6e-05,0.0613,0.422,95.007
1176,Snowman,Sia,7uoFMmxln0GPXQ0AcCBXRq,"['australian dance', 'australian pop', 'pop']",0.716,0.512,1,-6.257,1,0.0331,0.483,0,0.0928,0.326,104.957
1177,"La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix","Jay Wheeler, Myke Towers, Rauw Alejandro",7LE1K0lZyRFZjSlrnm7lfD,"['latin', 'reggaeton', 'trap latino']",0.841,0.674,2,-5.35,1,0.0962,0.104,0,0.131,0.761,90.007
1178,Déjà vu,"Natos y Waor, Recycled J",3rFbl0HsJkxOQFmPH30vbc,"['rap underground espanol', 'spanish hip hop', 'urbano espanol']",0.766,0.57,2,-8.091,1,0.268,0.0087,0,0.113,0.303,85.967
1179,Lo Real,"Hard GZ, Nikone, Dualy",6Z1tZjQzSgEVoLYc5FE7pw,"['rap espanol', 'rap underground espanol', 'spanish hip hop']",0.684,0.567,3,-10.766,1,0.128,0.297,1.92e-06,0.096,0.575,100.095
1180,"Hola, mi amor (feat. Lérica, Junco)",Nyno Vargas,2TVnFqFnCki0TWhyzCYGtr,"['flamenco urbano', 'pop flamenco', 'rumba', 'spanish hip hop', 'spanish pop']",0.726,0.92,5,-2.988,1,0.0995,0.115,0,0.227,0.755,89.962
1181,Kiyaera,"Soto Asa, Bad Gyal",4EwlvJmJjG3FkOPUbhQ3wR,['urbano espanol'],0.757,0.767,1,-3.978,1,0.311,0.146,0.00155,0.136,0.707,184.018
1182,"A Mi También ft. Alvaro Diaz, Feid",Tainy,5Bc130ZswADfOY9bxk1y98,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'reggaeton flow', 'trap latino']",0.761,0.644,9,-4.496,1,0.0523,0.344,1.55e-06,0.274,0.696,83.986
1183,"La Curiosidad (feat. Dj Nelson, Arcangel, Zion & Lennox, De La Ghetto & Brray) - Red Grand Prix Remix","Jay Wheeler, Myke Towers, Becky G",5E97zd7EDczPvQ6GRNr6y2,"['latin', 'reggaeton', 'trap latino']",0.745,0.717,11,-5.255,0,0.213,0.23,0,0.223,0.741,179.952
1184,Singapur (Remix),"El Alfa, Chencho Corleone, Farruko, Justin Quiles, Myke Towers",0lCHRVlRZCEyLj3Gkc1nv1,"['dembow', 'latin', 'rap dominicano', 'reggaeton', 'trap latino']",0.864,0.766,2,-5.915,1,0.158,0.452,0.000428,0.0811,0.653,112.987
1185,AYNEA REMIX,"FMK, Maria Becerra, Beret",5dDxdj2MrqrYCGzqXfJycL,"['trap argentino', 'trap latino', 'trap triste']",0.618,0.499,0,-5.368,1,0.0952,0.0437,0,0.224,0.445,171.924
1186,Hasta Abajo,"Kevin Roldan, Bryant Myers, Lyanno",4PEfJZpVjdclfzZ9XO8uDw,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']",0.714,0.671,5,-5.119,1,0.362,0.289,0,0.325,0.641,169.732
1187,Afterglow,Ed Sheeran,0E4Y1XIbs8GrAT1YqVy6dq,"['pop', 'uk pop']",0.641,0.324,11,-5.851,1,0.0299,0.698,0,0.328,0.273,110.184
1188,Amigos,Galvan Real,78OSjd1nAuqqFIH6LJAQGj,"['flamenco urbano', 'pop flamenco']",0.743,0.786,3,-4.285,0,0.0644,0.172,0,0.128,0.599,96.903
1189,Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",27RYrbL6S02LNVhDWVl38b,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock']",0.321,0.64,2,-10.023,1,0.0324,0.28,0,0.718,0.414,146.172
1190,"Navidad, Navidad",Luis Miguel,683fOEDnFrDuFM9oMpuEhK,"['bolero', 'latin', 'latin pop']",0.508,0.843,7,-3.52,0,0.155,0.355,0,0.156,0.748,173.058
1191,Ya es Navidad Popurrí: Ya es Navidad- Zúmbale a la pandereta - Ya vienen los Reyes Magos - Arre Borriquito - Ya es Navidad,Raya Real,58uudyh1lw0OOIFUYH8NRA,"['flamenco', 'pop flamenco', 'rumba', 'sevillanas', 'spanish pop', 'villancicos']",0.795,0.818,11,-6.757,1,0.197,0.148,0,0.072,0.796,102.487
1192,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1SV1fxF65n9NhRHp3KlBuu,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'mellow gold', 'rock', 'soft rock']",0.774,0.511,11,-8.914,1,0.0319,0.322,0,0.0672,0.771,94.736
1193,Do They Know It's Christmas? - 1984 Version,Band Aid,0247StOpd3AkeBQzANX4Zf,['musical advocacy'],0.599,0.642,0,-6.936,1,0.0363,0.164,3.33e-05,0.0992,0.349,115.412
1194,Jingle Bells,Raya Real,3MoWNJskxX8DBX0C3pXrE8,"['flamenco', 'pop flamenco', 'rumba', 'sevillanas', 'spanish pop', 'villancicos']",0.815,0.725,9,-7.359,1,0.158,0.043,1.89e-06,0.14,0.795,105.032
1195,Santa Claus Is Coming to Town,Michael Bublé,1RMDXedcRno6rDBCbNHDJf,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",0.594,0.389,10,-7.109,1,0.0517,0.785,0,0.0313,0.396,122.331
1196,Blanca Navidad,Raya Real,32TVrmkTo6wRb5Uv8TJHtj,"['flamenco', 'pop flamenco', 'rumba', 'sevillanas', 'spanish pop', 'villancicos']",0.796,0.76,10,-6.959,1,0.106,0.113,0,0.0967,0.815,103.936
1197,Mis Deseos / Feliz Navidad (with Thalia),Michael Bublé,6ZdxGOaZoNzbGrBLjUcrUs,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",0.657,0.571,9,-6.52,1,0.0379,0.6,0,0.195,0.798,126.004
1198,El Tamborilero - Remastered,Raphael,5TF71RZTcvHw2Lb3ZNFuDI,['pop romantico'],0.562,0.634,8,-5.545,1,0.037,0.648,0,0.0545,0.586,62.008
